prop_comfortable,prop_okay,prop_just,prop_difficult,location,label,population_name,metric_type,housing_tenure
0.16,0.17,0.16,0.52,95,all_mortgage_11_3_White_TCC_100000,White,TCC,all_mortgage 100000
0.09,0.11,0.13,0.66,97,all_mortgage_11_3_White_TCC_100000,White,TCC,all_mortgage 100000
0.35,0.21,0.13,0.3,99,all_mortgage_11_3_White_TCC_100000,White,TCC,all_mortgage 100000
0.44,0.21,0.11,0.23,107,all_mortgage_11_3_White_TCC_100000,White,TCC,all_mortgage 100000
0.12,0.14,0.15,0.6,111,all_mortgage_11_3_White_TCC_100000,White,TCC,all_mortgage 100000
0.12,0.14,0.15,0.6,113,all_mortgage_11_3_White_TCC_100000,White,TCC,all_mortgage 100000
0.19,0.18,0.15,0.48,0,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.02,0.03,0.04,0.91,1,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.32,0.2,0.14,0.34,7,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.05,0.06,0.08,0.81,13,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.12,0.14,0.14,0.6,17,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.46,0.2,0.11,0.23,19,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.28,0.17,0.14,0.41,23,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.67,0.14,0.07,0.12,25,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.41,0.2,0.12,0.26,29,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.61,0.16,0.08,0.15,31,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.04,0.05,0.07,0.85,37,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.38,0.2,0.13,0.29,39,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0,0.04,0.03,0.94,41,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.39,0.2,0.13,0.28,47,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.05,0.06,0.08,0.82,55,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.05,0.06,0.08,0.81,59,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.09,0.1,0.13,0.68,61,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.17,0.17,0.15,0.51,65,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.15,0.16,0.15,0.53,67,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.23,0.19,0.15,0.43,71,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.05,0.05,0.08,0.82,73,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0,0.02,0.02,0.95,75,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.23,0.19,0.15,0.43,77,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.04,0.04,0.05,0.87,79,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0,0.03,0.03,0.94,81,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.04,0.05,0.07,0.83,83,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.01,0.03,0.03,0.93,85,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.02,0.04,0.04,0.89,87,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.42,0.2,0.12,0.25,89,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.12,0.13,0.14,0.61,95,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.05,0.06,0.09,0.8,97,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.4,0.2,0.13,0.28,99,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.7,0.13,0.06,0.11,107,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.07,0.09,0.11,0.73,111,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.09,0.1,0.12,0.7,113,all_mortgage_11_3_White_No_TCC_400000,White,No_TCC,all_mortgage 400000
0.12,0.14,0.15,0.6,0,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.02,0.03,0.03,0.92,1,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.17,0.18,0.16,0.49,7,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.04,0.05,0.07,0.84,13,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.09,0.11,0.12,0.68,17,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.28,0.21,0.15,0.36,19,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.14,0.14,0.14,0.59,23,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.42,0.21,0.12,0.25,25,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.25,0.2,0.15,0.4,29,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.37,0.21,0.13,0.28,31,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.03,0.04,0.05,0.87,37,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.22,0.19,0.15,0.44,39,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0,0.03,0.02,0.94,41,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.23,0.2,0.15,0.42,47,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.04,0.05,0.06,0.85,55,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.04,0.05,0.07,0.84,59,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.07,0.08,0.11,0.74,61,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.12,0.14,0.14,0.61,65,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.1,0.12,0.14,0.64,67,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.15,0.16,0.15,0.54,71,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.04,0.05,0.06,0.86,73,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0,0.02,0.02,0.96,75,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.15,0.16,0.15,0.53,77,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.03,0.03,0.04,0.9,79,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0,0.03,0.02,0.95,81,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.03,0.04,0.06,0.87,83,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.01,0.03,0.03,0.93,85,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.02,0.03,0.04,0.91,87,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.24,0.2,0.15,0.41,89,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.09,0.1,0.12,0.7,95,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.04,0.05,0.07,0.83,97,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.26,0.2,0.14,0.39,99,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.46,0.2,0.11,0.23,107,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.06,0.07,0.09,0.78,111,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.06,0.07,0.1,0.77,113,all_mortgage_11_3_White_No_TCC_300000,White,No_TCC,all_mortgage 300000
0.08,0.1,0.12,0.69,0,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.01,0.03,0.03,0.93,1,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.11,0.13,0.14,0.63,7,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.03,0.04,0.06,0.86,13,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.07,0.08,0.11,0.74,17,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.17,0.18,0.16,0.49,19,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.08,0.09,0.11,0.72,23,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.24,0.21,0.15,0.4,25,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.15,0.16,0.16,0.53,29,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.21,0.2,0.16,0.43,31,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.03,0.04,0.04,0.89,37,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.14,0.15,0.15,0.57,39,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0,0.03,0.02,0.95,41,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.14,0.16,0.15,0.55,47,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.03,0.04,0.05,0.88,55,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.03,0.04,0.06,0.87,59,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.06,0.07,0.09,0.79,61,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.09,0.11,0.12,0.68,65,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.08,0.09,0.12,0.72,67,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.1,0.13,0.14,0.63,71,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.03,0.04,0.05,0.88,73,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0,0.02,0.02,0.96,75,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.11,0.13,0.14,0.62,77,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.02,0.03,0.03,0.92,79,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0,0.02,0.02,0.95,81,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.03,0.04,0.05,0.89,83,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0,0.03,0.02,0.94,85,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.01,0.03,0.03,0.92,87,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.14,0.16,0.16,0.55,89,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.07,0.08,0.1,0.76,95,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.04,0.05,0.06,0.86,97,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.17,0.17,0.15,0.5,99,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.27,0.21,0.15,0.37,107,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.05,0.06,0.08,0.82,111,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.05,0.06,0.08,0.82,113,all_mortgage_11_3_White_No_TCC_200000,White,No_TCC,all_mortgage 200000
0.06,0.07,0.1,0.76,0,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0,0.03,0.03,0.94,1,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.07,0.09,0.12,0.72,7,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.03,0.04,0.05,0.89,13,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.05,0.06,0.09,0.79,17,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.12,0.14,0.15,0.6,19,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.06,0.06,0.08,0.8,23,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.14,0.16,0.16,0.54,25,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.1,0.12,0.14,0.64,29,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.13,0.16,0.15,0.56,31,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.02,0.03,0.04,0.91,37,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.1,0.11,0.13,0.67,39,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0,0.02,0.02,0.96,41,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.1,0.12,0.13,0.65,47,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.02,0.03,0.04,0.9,55,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.03,0.04,0.04,0.89,59,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.04,0.05,0.07,0.83,61,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.07,0.08,0.11,0.75,65,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.06,0.07,0.1,0.78,67,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.08,0.1,0.12,0.7,71,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.02,0.03,0.04,0.9,73,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0,0.01,0.02,0.97,75,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.08,0.1,0.12,0.7,77,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.01,0.03,0.02,0.93,79,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0,0.02,0.02,0.96,81,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.02,0.03,0.04,0.91,83,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0,0.03,0.02,0.95,85,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.01,0.03,0.03,0.93,87,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.1,0.11,0.13,0.66,89,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.05,0.06,0.08,0.81,95,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.03,0.04,0.05,0.89,97,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.12,0.14,0.15,0.6,99,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.16,0.17,0.16,0.5,107,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.04,0.05,0.06,0.86,111,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.04,0.04,0.06,0.86,113,all_mortgage_11_3_White_No_TCC_100000,White,No_TCC,all_mortgage 100000
0.45,0.19,0.11,0.24,0,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.06,0.08,0.1,0.75,1,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.63,0.15,0.08,0.14,7,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.14,0.15,0.14,0.56,13,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.33,0.21,0.13,0.33,17,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.74,0.11,0.05,0.1,19,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.57,0.17,0.09,0.18,23,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.88,0.06,0.02,0.04,25,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.7,0.13,0.06,0.11,29,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.84,0.07,0.03,0.05,31,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.11,0.14,0.14,0.61,37,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.66,0.14,0.07,0.13,39,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.04,0.05,0.07,0.83,41,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.68,0.13,0.06,0.12,47,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.13,0.15,0.14,0.58,55,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.14,0.16,0.14,0.56,59,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.25,0.2,0.14,0.41,61,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.42,0.2,0.11,0.27,65,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.4,0.2,0.12,0.28,67,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.51,0.18,0.1,0.21,71,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.13,0.15,0.15,0.58,73,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.03,0.04,0.06,0.87,75,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.5,0.18,0.1,0.22,77,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.09,0.12,0.13,0.66,79,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.04,0.05,0.07,0.84,81,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.12,0.14,0.14,0.59,83,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.05,0.07,0.09,0.79,85,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.07,0.1,0.11,0.72,87,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.72,0.12,0.06,0.1,89,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.32,0.2,0.13,0.34,95,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.15,0.16,0.15,0.55,97,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.67,0.13,0.07,0.13,99,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.89,0.05,0.02,0.03,107,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.21,0.19,0.14,0.46,111,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.25,0.2,0.15,0.41,113,all_mortgage_11_3_NoKids_TCC_400000,NoKids,TCC,all_mortgage 400000
0.32,0.21,0.14,0.33,0,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.05,0.07,0.09,0.79,1,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.44,0.2,0.12,0.25,7,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.11,0.14,0.14,0.61,13,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.25,0.2,0.15,0.4,17,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.56,0.17,0.09,0.18,19,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.35,0.21,0.13,0.31,23,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.7,0.13,0.06,0.11,25,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.53,0.18,0.1,0.2,29,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.66,0.14,0.07,0.13,31,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.09,0.11,0.13,0.67,37,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.48,0.19,0.1,0.23,39,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.03,0.05,0.07,0.85,41,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.5,0.18,0.1,0.21,47,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.1,0.12,0.13,0.64,55,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.11,0.13,0.14,0.61,59,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.19,0.18,0.15,0.48,61,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.31,0.21,0.13,0.35,65,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.29,0.21,0.14,0.36,67,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.38,0.2,0.12,0.29,71,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.1,0.12,0.14,0.64,73,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.03,0.03,0.05,0.89,75,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.38,0.2,0.12,0.3,77,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.07,0.09,0.11,0.73,79,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.03,0.05,0.07,0.85,81,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.09,0.12,0.13,0.66,83,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.04,0.06,0.08,0.81,85,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.06,0.08,0.1,0.76,87,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.53,0.18,0.1,0.19,89,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.23,0.19,0.15,0.42,95,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.12,0.14,0.14,0.6,97,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.53,0.17,0.09,0.2,99,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.73,0.12,0.05,0.1,107,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.16,0.17,0.15,0.52,111,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.18,0.18,0.15,0.5,113,all_mortgage_11_3_NoKids_TCC_300000,NoKids,TCC,all_mortgage 300000
0.23,0.2,0.15,0.42,0,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.04,0.06,0.08,0.82,1,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.29,0.21,0.14,0.35,7,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.09,0.12,0.13,0.66,13,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.19,0.18,0.15,0.47,17,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.42,0.2,0.11,0.27,19,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.21,0.19,0.15,0.44,23,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.5,0.18,0.1,0.21,25,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.38,0.21,0.12,0.29,29,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.49,0.19,0.1,0.22,31,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.07,0.1,0.12,0.72,37,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.33,0.21,0.13,0.33,39,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.03,0.04,0.06,0.87,41,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.36,0.21,0.12,0.31,47,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.08,0.11,0.12,0.69,55,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.09,0.12,0.13,0.66,59,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.15,0.16,0.15,0.54,61,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.23,0.2,0.14,0.42,65,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.21,0.19,0.15,0.44,67,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.28,0.21,0.14,0.37,71,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.08,0.11,0.12,0.69,73,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
0.02,0.03,0.05,0.9,75,all_mortgage_11_3_NoKids_TCC_200000,NoKids,TCC,all_mortgage 200000
